Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls;Ast;G+A;G-PK;G+A-PK;xG;xAG;xG+xAG;npxG;npxG+xAG;Sh;SoT;SoT%;Sh/90;SoT/90;G/Sh;G/SoT;Dist;FK;PK;PKatt;xG;npxG;npxG/Sh;G-xG;np:G-xG;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;1//3;PPA;CrsPA;PrgP;SCA;SCA90;PassLive;PassDead;TO;Sh;Fld;Def;GCA;GCA90;PassLive;PassDead;TO;Sh;Fld;Def;Tkl;TklW;Def 3rd;Mid 3rd;Att 3rd;Tkl;Att;Tkl%;Lost;Blocks;Sh;Pass;Int;Tkl+Int;Clr;Err;Touches;Def Pen;Def 3rd;Mid 3rd;Att 3rd;Att Pen;Live;Att;Succ;Succ%;Tkld;Tkld%;Carries;TotDist;PrgDist;PrgC;1//3;CPA;Mis;Dis;Rec;PrgR;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;Int;TklW;PKwon;PKcon;OG;Recov;Won;Lost;Won%
76;Ibrahima Diaby;GUI;MF,DF;Cercle Brugge;Belgium Pro;18;2007;9;3;273;3.0;0;0;0;0;0;0;2;0;0.3;0.3;0.5;0.9;2;7;7;0.00;0.00;0.00;0.00;0.00;0.11;0.17;0.28;0.11;0.28;2;1;50.0;0.66;0.33;0.00;0.00;13.1;0;0;0;0.3;0.3;0.17;-0.3;-0.3;116;150;77.3;2095;710;46;60;76.7;53;63;84.1;12;15;80.0;0;0.5;0.0;-0.5;1;8;0;0;7;2;0.66;1;0;0;1;0;0;0;0.00;0;0;0;0;0;0;12;9;8;4;0;6;11;54.5;5;7;1;6;6;18;7;0;198;16;73;94;32;7;198;4;1;25.0;3;75.0;93;404;184;2;1;0;7;4;101;7;2;0;0;6;3;0;3;6;9;0;0;0;16;8;4;66.7
77;Mamadou Diakhon;FRA;FW;Club Brugge;Belgium Pro;20;2005;10;2;301;3.3;0;2;2;0;0;0;0;0;0.0;0.0;0.4;0.4;20;9;46;0.00;0.60;0.60;0.00;0.60;0.00;0.11;0.11;0.00;0.11;1;1;100.0;0.30;0.30;0.00;0.00;26.2;0;0;0;0.0;0.0;0.01;0.0;0.0;103;119;86.6;1670;179;47;53;88.7;48;56;85.7;6;6;100.0;2;0.4;0.6;+1.6;4;5;3;0;9;9;2.69;7;1;0;0;1;0;1;0.30;0;1;0;0;0;0;1;1;1;0;0;1;3;33.3;2;5;0;5;2;3;2;0;150;2;16;49;88;23;150;7;5;71.4;1;14.3;125;1056;625;20;11;11;10;4;130;46;0;0;0;4;15;2;6;2;1;0;0;0;16;0;6;0.0
80;Mahamadou Diawara;FRA;MF;Antwerp;Belgium Pro;20;2005;7;6;370;4.1;0;0;0;0;0;0;1;0;0.1;0.1;0.1;0.1;6;18;6;0.00;0.00;0.00;0.00;0.00;0.02;0.02;0.04;0.02;0.04;2;1;50.0;0.49;0.24;0.00;0.00;23.1;0;0;0;0.1;0.1;0.04;-0.1;-0.1;139;160;86.9;2562;505;50;55;90.9;73;77;94.8;14;20;70.0;0;0.1;0.1;-0.1;1;14;1;0;18;6;1.46;6;0;0;0;0;0;1;0.24;1;0;0;0;0;0;6;3;3;3;0;4;5;80.0;1;4;3;1;1;7;8;0;199;12;40;118;43;1;199;6;1;16.7;5;83.3;115;592;296;6;6;0;3;4;119;6;1;0;0;9;5;0;3;1;3;0;0;0;22;5;7;41.7
83;Edan Diop;FRA;MF;Cercle Brugge;Belgium Pro;21;2004;15;13;1,21;13.4;3;1;4;2;1;1;2;0;3.6;2.8;2.4;5.1;44;79;106;0.22;0.07;0.30;0.15;0.22;0.27;0.18;0.44;0.21;0.38;21;7;33.3;1.56;0.52;0.10;0.29;13.8;0;1;1;3.6;2.8;0.15;-0.6;-0.8;466;607;76.8;7779;2183;229;268;85.4;183;225;81.3;41;71;57.7;1;2.4;2.7;-1.4;26;51;26;9;79;51;3.79;46;2;0;2;0;1;2;0.15;2;0;0;0;0;0;21;13;7;11;3;8;23;34.8;15;29;2;27;9;30;15;0;791;18;98;407;301;54;790;53;23;43.4;29;54.7;492;2911;1500;44;34;12;36;16;554;106;2;0;0;9;16;1;27;9;13;0;0;0;68;10;13;43.5
85;Alouis Diriken;BEL;MF;Sint-Truiden;Belgium Pro;21;2004;5;0;59;0.7;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;9;2;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.07;0.07;0.07;2;1;50.0;3.05;1.53;0.00;0.00;27.5;0;0;0;0.0;0.0;0.02;0.0;0.0;33;37;89.2;631;186;11;11;100.0;19;21;90.5;3;5;60.0;0;0.0;0.0;0.0;0;7;1;1;9;3;4.58;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;3;2;1;2;0;2;2;100.0;0;0;0;0;1;4;1;0;47;1;6;33;9;0;47;0;0;;0;;21;110;72;1;0;0;0;0;29;2;0;0;0;1;0;0;1;1;2;0;0;0;4;0;2;0.0
87;Mahamadou Doumbia;MLI;MF;Antwerp;Belgium Pro;21;2004;6;6;526;5.8;2;1;3;1;1;2;2;0;1.8;0.2;0.5;0.7;10;44;17;0.34;0.17;0.51;0.17;0.34;0.31;0.09;0.40;0.04;0.13;8;1;12.5;1.37;0.17;0.13;1.00;31.0;1;1;2;1.8;0.2;0.03;+0.2;+0.8;161;187;86.1;3001;908;69;75;92.0;70;74;94.6;20;29;69.0;1;0.5;0.4;+0.5;7;35;5;1;44;18;3.08;16;0;0;0;2;0;2;0.34;2;0;0;0;0;0;4;3;1;3;0;2;5;40.0;3;3;0;3;4;8;1;1;249;1;26;158;70;4;247;33;17;51.5;14;42.4;177;1317;603;10;9;1;12;9;190;17;2;0;0;9;24;0;5;4;3;0;0;0;30;3;7;30.0
94;Matthieu Epolo;BEL;GK;Standard Liège;Belgium Pro;20;2005;15;15;1,35;15.0;0;0;0;0;0;0;1;0;0.0;0.0;0.4;0.4;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.03;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;336;496;67.7;10271;8266;65;66;98.5;145;148;98.0;125;281;44.5;0;0.4;0.0;-0.4;1;8;0;0;0;3;0.20;3;0;0;0;0;0;1;0.07;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;7;1;523;431;519;4;0;0;523;0;0;;0;;287;1401;986;0;0;0;0;0;210;0;1;0;0;0;2;0;0;0;0;0;0;0;17;4;1;80.0
101;Nacho Ferri;ESP;FW;Westerlo;Belgium Pro;21;2004;15;13;1,131;12.6;4;1;5;4;0;0;4;0;6.9;6.9;0.9;7.7;13;23;62;0.32;0.08;0.40;0.32;0.40;0.55;0.07;0.61;0.55;0.61;47;15;31.9;3.74;1.19;0.09;0.27;12.4;0;0;0;6.9;6.9;0.15;-2.9;-2.9;114;199;57.3;1503;482;71;105;67.6;32;59;54.2;3;10;30.0;1;0.9;0.8;+0.1;12;15;6;1;23;33;2.63;19;0;5;3;6;0;4;0.32;1;0;1;1;1;0;13;8;1;5;7;3;5;60.0;2;9;1;8;1;14;20;0;380;23;34;150;199;85;380;25;10;40.0;13;52.0;179;935;361;13;12;8;46;20;270;62;4;0;0;36;26;5;2;1;8;1;0;0;23;70;40;63.6
104;Carlos Forbs;POR;FW;Club Brugge;Belgium Pro;21;2004;13;11;896;10.0;2;3;5;2;0;0;0;0;1.4;1.4;1.9;3.3;56;52;158;0.20;0.30;0.50;0.20;0.50;0.14;0.19;0.34;0.14;0.34;15;5;33.3;1.51;0.50;0.13;0.40;17.8;0;0;0;1.4;1.4;0.10;+0.6;+0.6;330;422;78.2;4852;1393;198;232;85.3;117;145;80.7;11;18;61.1;3;1.9;2.5;+1.1;20;18;30;7;52;42;4.21;37;0;0;4;0;1;4;0.40;4;0;0;0;0;0;12;8;6;5;1;4;5;80.0;1;5;0;5;5;17;10;0;537;9;60;140;346;69;537;28;10;35.7;18;64.3;385;2718;1438;56;24;31;25;11;421;158;0;0;0;11;7;4;30;5;8;0;0;0;32;0;8;0.0
108;Benjamin Fredrick;NGA;DF,FW;Dender;Belgium Pro;20;2005;14;10;860;9.6;0;0;0;0;0;0;2;0;0.4;0.4;0.8;1.2;12;25;16;0.00;0.00;0.00;0.00;0.00;0.05;0.08;0.13;0.05;0.13;6;1;16.7;0.63;0.10;0.00;0.00;13.1;0;0;0;0.4;0.4;0.08;-0.4;-0.4;337;417;80.8;5408;1755;165;186;88.7;138;164;84.1;23;47;48.9;0;0.8;0.7;-0.8;4;22;3;2;25;11;1.15;8;0;0;3;0;0;0;0.00;0;0;0;0;0;0;22;11;15;5;2;12;18;66.7;6;14;6;8;14;36;39;0;526;46;206;216;107;15;526;5;3;60.0;1;20.0;246;1104;504;12;6;1;5;5;286;16;2;0;0;8;5;2;19;14;11;0;1;0;25;13;25;34.2
111;Kaye Furo;BEL;FW;Club Brugge;Belgium Pro;18;2007;2;0;30;0.3;0;0;0;0;0;0;0;0;0.2;0.2;0.1;0.3;1;0;4;0.00;0.00;0.00;0.00;0.00;0.56;0.21;0.77;0.56;0.77;2;1;50.0;6.00;3.00;0.00;0.00;9.6;0;0;0;0.2;0.2;0.09;-0.2;-0.2;9;15;60.0;99;47;5;7;71.4;3;5;60.0;0;0;;0;0.1;0.2;-0.1;1;1;1;1;0;4;12.00;3;0;1;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;0;1;0;0;1;0;22;1;3;10;10;5;22;1;1;100.0;0;0.0;8;44;16;1;0;1;2;0;13;4;0;0;0;0;0;1;1;0;0;0;0;0;2;2;1;66.7
119;Marc Giger;SUI;MF,FW;Union SG;Belgium Pro;21;2004;9;2;231;2.6;3;1;4;3;0;1;2;0;2.5;1.8;0.2;1.9;7;10;23;1.17;0.39;1.56;1.17;1.56;0.99;0.07;1.06;0.68;0.75;11;5;45.5;4.29;1.95;0.27;0.60;19.0;0;0;1;2.5;1.8;0.18;+0.5;+1.2;53;67;79.1;796;276;38;45;84.4;10;13;76.9;4;4;100.0;1;0.2;0.2;+0.8;5;7;5;2;10;11;4.27;9;0;0;1;0;1;3;1.16;2;0;0;1;0;0;6;3;3;1;2;2;4;50.0;2;1;0;1;0;6;0;0;109;1;7;44;60;13;108;8;5;62.5;3;37.5;68;352;206;7;2;2;10;6;85;23;2;0;0;8;2;0;3;0;3;0;0;0;10;2;5;28.6
122;Dalangunypole Gomis;FRA;DF;Cercle Brugge;Belgium Pro;21;2004;1;1;69;0.8;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;3;6;1;0.00;0.00;0.00;0.00;0.00;0.05;0.00;0.05;0.05;0.05;1;0;0.0;1.30;0.00;0.00;;12.0;0;0;0;0.0;0.0;0.04;0.0;0.0;50;57;87.7;1021;489;16;18;88.9;28;28;100.0;6;10;60.0;0;0.0;0.1;0.0;0;6;2;1;6;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;0;1;0;0;0;0;;0;0;0;0;1;2;3;0;63;9;28;32;3;1;63;0;0;;0;;33;216;144;3;1;0;0;0;38;1;0;0;0;0;0;0;2;1;0;0;0;0;6;2;2;50.0
124;Hyllarion Goore;CIV;FW,MF;Gent;Belgium Pro;20;2005;14;7;666;7.4;2;2;4;2;0;0;1;0;1.8;1.8;1.6;3.4;22;14;53;0.27;0.27;0.54;0.27;0.54;0.24;0.22;0.46;0.24;0.46;26;9;34.6;3.51;1.22;0.08;0.22;20.0;0;0;0;1.8;1.8;0.07;+0.2;+0.2;95;142;66.9;1207;278;61;78;78.2;28;38;73.7;1;5;20.0;2;1.6;0.7;+0.4;7;6;10;1;14;24;3.24;15;0;3;5;1;0;3;0.40;2;0;1;0;0;0;1;1;1;0;0;0;1;0.0;1;7;1;6;3;4;2;0;228;3;16;92;129;38;228;25;12;48.0;10;40.0;133;998;544;22;16;10;18;12;161;53;1;0;0;13;10;3;4;3;1;0;0;0;20;8;22;26.7
125;Keisuke Goto;JPN;FW;Sint-Truiden;Belgium Pro;20;2005;13;8;794;8.8;4;0;4;4;0;0;2;0;5.3;5.3;1.5;6.8;2;13;34;0.45;0.00;0.45;0.45;0.45;0.60;0.16;0.77;0.60;0.77;22;7;31.8;2.49;0.79;0.18;0.57;14.7;0;0;0;5.3;5.3;0.24;-1.3;-1.3;103;158;65.2;1358;313;69;90;76.7;25;41;61.0;2;5;40.0;0;1.5;0.8;-1.5;8;10;6;0;13;13;1.47;11;0;0;1;0;1;0;0.00;0;0;0;0;0;0;11;6;2;5;4;3;12;25.0;9;8;0;8;2;13;10;0;253;9;19;118;116;31;253;4;1;25.0;3;75.0;109;318;126;2;4;0;23;5;168;34;2;0;0;13;8;14;0;2;6;0;0;0;11;26;26;50.0
132;Youssef Hamdaoui;BEL;MF;Antwerp;Belgium Pro;17;2008;9;3;334;3.7;0;0;0;0;0;0;1;0;0.6;0.6;0.2;0.8;7;13;21;0.00;0.00;0.00;0.00;0.00;0.15;0.06;0.21;0.15;0.21;6;0;0.0;1.62;0.00;0.00;;21.2;0;0;0;0.6;0.6;0.09;-0.6;-0.6;79;119;66.4;1395;329;36;49;73.5;29;45;64.4;10;17;58.8;0;0.2;0.1;-0.2;4;7;3;0;13;11;2.97;6;0;2;1;1;1;0;0.00;0;0;0;0;0;0;15;8;2;9;4;5;12;41.7;7;1;0;1;1;16;1;0;180;1;24;90;71;6;180;14;6;42.9;7;50.0;110;795;321;7;6;2;18;9;123;21;1;0;0;2;12;0;12;1;8;0;0;0;22;5;7;41.7
162;Heriberto Jurado;MEX;MF;Cercle Brugge;Belgium Pro;20;2005;1;0;16;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;3;7;42.9;56;7;2;5;40.0;1;1;100.0;0;1;0.0;0;0.0;0.0;0.0;0;1;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;2;2;1;0;1;0;1;0.0;1;0;0;0;0;2;0;0;12;0;3;3;7;0;12;1;1;100.0;0;0.0;5;36;5;1;0;0;1;0;4;1;0;0;0;1;1;0;2;0;2;0;0;0;1;0;1;0.0
166;Emmanuel Kakou;CIV;DF;Cercle Brugge;Belgium Pro;20;2005;10;7;658;7.3;1;0;1;1;0;0;0;1;0.5;0.5;0.1;0.6;5;23;9;0.14;0.00;0.14;0.14;0.14;0.07;0.02;0.09;0.07;0.09;6;2;33.3;0.82;0.27;0.17;0.50;18.0;0;0;0;0.5;0.5;0.08;+0.5;+0.5;321;376;85.4;6321;2338;97;105;92.4;188;207;90.8;34;57;59.6;0;0.1;0.1;-0.1;1;22;4;2;23;7;0.96;5;0;0;1;0;1;0;0.00;0;0;0;0;0;0;17;11;12;4;1;10;19;52.6;9;8;2;6;13;30;51;0;484;53;199;257;33;5;484;1;1;100.0;0;0.0;233;1273;614;5;0;0;7;3;259;9;0;1;0;8;10;0;5;13;11;0;0;0;32;18;17;51.4
168;Ibrahim Kanaté;MLI;FW,MF;Anderlecht;Belgium Pro;19;2006;5;0;41;0.5;1;0;1;1;0;0;0;0;0.7;0.7;0.1;0.8;4;4;12;2.20;0.00;2.20;2.20;2.20;1.58;0.17;1.74;1.58;1.74;3;3;100.0;6.59;6.59;0.33;0.33;8.5;0;0;0;0.7;0.7;0.24;+0.3;+0.3;19;23;82.6;307;48;9;12;75.0;8;9;88.9;2;2;100.0;0;0.1;0.1;-0.1;1;1;1;0;4;2;4.39;1;0;1;0;0;0;0;0.00;0;0;0;0;0;0;2;1;2;0;0;1;2;50.0;1;4;0;4;0;2;2;0;37;3;10;9;18;5;37;7;6;85.7;1;14.3;21;157;67;4;1;1;1;0;23;12;0;0;0;1;0;2;0;0;1;0;0;0;4;1;1;50.0
171;Konstantinos Karetsas;GRE;MF,FW;Genk;Belgium Pro;18;2007;13;10;829;9.2;0;3;3;0;0;0;2;0;1.6;1.6;1.5;3.2;28;53;79;0.00;0.33;0.33;0.00;0.33;0.18;0.17;0.34;0.18;0.34;24;6;25.0;2.61;0.65;0.00;0.00;20.0;2;0;0;1.6;1.6;0.07;-1.6;-1.6;312;433;72.1;5357;1448;152;177;85.9;121;160;75.6;34;72;47.2;3;1.5;1.9;+1.5;19;26;17;2;53;45;4.89;26;5;6;4;4;0;4;0.43;4;0;0;0;0;0;12;5;3;4;5;7;13;53.8;6;10;0;10;3;15;3;0;562;1;55;220;297;31;562;46;22;47.8;22;47.8;367;2071;977;28;23;10;22;23;409;79;2;0;0;7;29;2;59;3;5;0;0;0;36;2;7;22.2
172;Abdoul Karim Traoré;GUI;FW;OH Leuven;Belgium Pro;18;2007;12;6;537;6.0;0;0;0;0;0;0;2;0;1.9;1.9;0.3;2.1;9;11;31;0.00;0.00;0.00;0.00;0.00;0.31;0.04;0.36;0.31;0.36;18;4;22.2;3.02;0.67;0.00;0.00;14.6;0;0;0;1.9;1.9;0.10;-1.9;-1.9;56;87;64.4;844;203;26;34;76.5;25;32;78.1;2;9;22.2;0;0.3;0.2;-0.3;5;4;1;0;11;16;2.68;12;0;1;2;0;1;2;0.33;2;0;0;0;0;0;6;5;2;1;3;1;4;25.0;3;2;1;1;2;8;3;0;189;3;28;62;105;29;189;26;8;30.8;17;65.4;102;725;287;9;7;6;24;11;104;31;2;0;0;16;10;8;8;2;5;0;1;0;31;13;31;29.5
176;Anan Khalaili;ISR;DF;Union SG;Belgium Pro;21;2004;15;13;1,099;12.2;1;0;1;1;0;0;3;0;1.7;1.7;2.4;4.1;31;61;92;0.08;0.00;0.08;0.08;0.08;0.14;0.20;0.34;0.14;0.34;12;3;25.0;0.98;0.25;0.08;0.33;13.1;0;0;0;1.7;1.7;0.14;-0.7;-0.7;473;616;76.8;8397;2735;221;257;86.0;196;244;80.3;49;82;59.8;0;2.4;2.4;-2.4;21;43;23;10;61;43;3.52;37;0;3;2;0;1;2;0.16;2;0;0;0;0;0;22;15;13;3;6;12;25;48.0;13;20;2;18;16;38;43;0;799;47;191;323;294;36;799;30;13;43.3;15;50.0;459;2232;1161;31;24;8;26;9;503;92;3;0;0;10;5;2;41;16;15;0;0;0;73;23;12;65.7
177;Yassine Khalifi;MAR;MF,FW;Charleroi;Belgium Pro;20;2005;5;0;91;1.0;0;0;0;0;0;0;1;0;0.1;0.1;0.2;0.2;2;10;2;0.00;0.00;0.00;0.00;0.00;0.06;0.18;0.24;0.06;0.24;1;0;0.0;0.99;0.00;0.00;;18.7;0;0;0;0.1;0.1;0.06;-0.1;-0.1;73;83;88.0;1408;425;25;28;89.3;35;40;87.5;12;13;92.3;0;0.2;0.1;-0.2;1;7;1;0;10;2;1.98;1;0;0;1;0;0;0;0.00;0;0;0;0;0;0;3;3;2;1;0;3;4;75.0;1;0;0;0;4;7;1;0;95;7;17;56;23;1;95;0;0;;0;;61;384;197;2;2;0;1;0;63;2;1;0;0;1;3;0;1;4;3;0;0;0;11;1;1;50.0
182;Valy Konaté;CIV;DF;Cercle Brugge;Belgium Pro;19;2006;1;0;5;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;3;5;60.0;49;21;2;3;66.7;1;2;50.0;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;1;0;1;0;1;1;100.0;0;0;0;0;0;1;1;0;7;0;1;3;3;0;7;0;0;;0;;2;7;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0.0
184;Josué Kongolo;BEL;DF;Genk;Belgium Pro;19;2006;4;2;215;2.4;0;0;0;0;0;0;1;0;0.1;0.1;0.2;0.3;6;8;16;0.00;0.00;0.00;0.00;0.00;0.03;0.08;0.11;0.03;0.11;2;0;0.0;0.84;0.00;0.00;;22.6;0;0;0;0.1;0.1;0.03;-0.1;-0.1;111;126;88.1;1947;367;53;57;93.0;45;52;86.5;12;14;85.7;0;0.2;0.4;-0.2;1;7;3;0;8;5;2.09;3;0;2;0;0;0;0;0.00;0;0;0;0;0;0;6;4;5;1;0;4;6;66.7;2;2;1;1;4;10;9;0;156;14;44;73;40;4;156;6;5;83.3;1;16.7;79;390;169;6;0;2;1;1;89;16;1;0;0;2;2;0;3;4;4;0;0;0;10;0;5;0.0
187;Krys Kouassi;FRA;FW;Cercle Brugge;Belgium Pro;18;2007;5;0;71;0.8;0;0;0;0;0;0;1;0;0.1;0.1;0.0;0.1;1;2;8;0.00;0.00;0.00;0.00;0.00;0.16;0.00;0.16;0.16;0.16;2;0;0.0;2.54;0.00;0.00;;13.7;0;0;0;0.1;0.1;0.06;-0.1;-0.1;15;23;65.2;209;20;7;10;70.0;5;9;55.6;1;1;100.0;0;0.0;0.0;0.0;0;0;1;0;2;2;2.54;0;0;0;1;1;0;0;0.00;0;0;0;0;0;0;1;0;1;0;0;1;1;100.0;0;1;0;1;0;1;0;0;34;0;2;17;15;2;34;0;0;;0;;19;76;24;1;1;0;5;0;25;8;1;0;0;2;2;1;3;0;0;0;0;0;4;4;4;50.0
188;Therence Koudou;FRA;DF,MF;Mechelen;Belgium Pro;20;2004;13;12;1,046;11.6;2;0;2;2;0;0;3;0;0.7;0.7;1.6;2.3;37;49;98;0.17;0.00;0.17;0.17;0.17;0.06;0.14;0.19;0.06;0.19;7;2;28.6;0.60;0.17;0.29;1.00;16.6;0;0;0;0.7;0.7;0.10;+1.3;+1.3;423;580;72.9;7320;2625;205;236;86.9;172;220;78.2;40;95;42.1;0;1.6;2.2;-1.6;12;34;14;7;49;30;2.58;26;1;1;1;1;0;5;0.43;4;0;1;0;0;0;13;11;8;3;2;5;13;38.5;8;8;2;6;9;22;29;1;720;28;168;306;255;21;720;38;13;34.2;25;65.8;413;2219;1180;37;22;6;23;10;494;98;3;0;0;8;12;2;49;9;11;0;0;0;59;8;7;53.3
190;Léandre Kuavita;BEL;FW,DF;Standard Liège;Belgium Pro;21;2004;9;1;204;2.3;0;0;0;0;0;0;1;0;0.3;0.3;0.3;0.6;2;4;8;0.00;0.00;0.00;0.00;0.00;0.14;0.12;0.26;0.14;0.26;3;1;33.3;1.32;0.44;0.00;0.00;13.8;0;0;0;0.3;0.3;0.10;-0.3;-0.3;40;59;67.8;529;186;24;29;82.8;13;21;61.9;0;1;0.0;0;0.3;0.0;-0.3;2;0;1;1;4;3;1.32;3;0;0;0;0;0;1;0.44;1;0;0;0;0;0;5;3;3;2;0;1;3;33.3;2;2;1;1;1;6;10;0;93;8;31;38;24;6;93;3;1;33.3;2;66.7;38;139;67;2;4;1;4;6;44;8;1;0;0;3;5;1;2;1;3;0;0;0;5;3;8;27.3
195;Amando Lapage;BEL;DF;Westerlo;Belgium Pro;21;2004;1;0;45;0.5;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;31;32;96.9;563;143;7;7;100.0;24;25;96.0;0;0;;0;0.0;0.0;0.0;0;0;0;0;1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;1;0.0;1;0;0;0;0;0;6;0;38;4;29;7;2;0;38;0;0;;0;;23;84;17;0;1;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;100.0
206;Ali Maamar;MAR;DF,MF;Anderlecht;Belgium Pro;20;2005;7;5;361;4.0;0;0;0;0;0;0;0;0;0.1;0.1;0.2;0.3;9;19;39;0.00;0.00;0.00;0.00;0.00;0.02;0.06;0.08;0.02;0.08;3;0;0.0;0.75;0.00;0.00;;22.5;0;0;0;0.1;0.1;0.03;-0.1;-0.1;163;210;77.6;2550;695;89;102;87.3;65;77;84.4;6;21;28.6;0;0.2;0.5;-0.2;4;10;5;0;19;7;1.75;6;0;0;1;0;0;1;0.25;1;0;0;0;0;0;5;3;2;2;1;2;2;100.0;0;5;0;5;4;9;7;0;253;7;48;96;113;9;253;6;3;50.0;3;50.0;143;739;374;9;8;2;3;5;155;39;0;0;0;5;2;1;13;4;3;0;0;0;18;4;8;33.3
217;Jay-David Mbalanda;FRA;FW;Sint-Truiden;Belgium Pro;18;2007;1;0;4;0.0;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;1;1;4;0.00;0.00;0.00;0.00;0.00;1.29;0.00;1.29;1.29;1.29;1;0;0.0;22.50;0.00;0.00;;18.2;0;0;0;0.1;0.1;0.06;-0.1;-0.1;4;7;57.1;45;1;3;3;100.0;1;3;33.3;0;1;0.0;0;0.0;0.0;0.0;0;0;1;0;1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;8;0;0;1;7;1;8;0;0;;0;;5;45;36;1;0;0;0;0;7;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;
218;Lucas Mbamba;BEL;DF;Westerlo;Belgium Pro;19;2006;3;3;199;2.2;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.2;2;7;13;0.00;0.00;0.00;0.00;0.00;0.05;0.02;0.07;0.05;0.07;1;0;0.0;0.45;0.00;0.00;;9.9;0;0;0;0.1;0.1;0.12;-0.1;-0.1;58;77;75.3;935;150;23;28;82.1;29;33;87.9;4;11;36.4;0;0.0;0.0;0.0;1;3;0;0;7;1;0.45;0;0;0;0;0;1;0;0.00;0;0;0;0;0;0;4;3;2;1;1;2;3;66.7;1;3;0;3;2;6;3;0;101;3;18;50;33;2;101;3;0;0.0;3;100.0;55;207;99;2;1;1;6;1;58;13;0;0;0;3;0;0;7;2;3;0;0;0;6;0;2;0.0
219;Noah Mbamba;BEL;MF;Dender;Belgium Pro;20;2005;15;15;1,153;12.8;0;1;1;0;0;0;2;0;1.1;1.1;1.2;2.3;19;43;24;0.00;0.08;0.08;0.00;0.08;0.09;0.10;0.18;0.09;0.18;7;4;57.1;0.55;0.31;0.00;0.00;14.1;0;0;0;1.1;1.1;0.16;-1.1;-1.1;370;455;81.3;5477;1555;205;241;85.1;135;153;88.2;14;29;48.3;1;1.2;0.5;-0.2;7;34;5;0;43;12;0.94;8;0;0;1;2;1;1;0.08;1;0;0;0;0;0;40;27;21;16;3;10;15;66.7;5;9;3;6;18;58;19;0;626;35;166;353;120;17;626;31;12;38.7;18;58.1;333;1837;807;19;15;5;30;13;356;24;2;0;0;19;20;1;4;18;27;0;0;0;75;20;14;58.8
